Date,Close
2025-06-16,533.0726318359375
2025-06-17,527.8745727539062
2025-06-18,527.78466796875
2025-06-20,525.629638671875
2025-06-23,531.034423828125
2025-06-24,539.1549682617188
2025-06-25,540.5333251953125
2025-06-26,545.5874633789062
2025-06-27,547.4553833007812
2025-06-30,551.001220703125
2025-07-01,546.3566284179688
2025-07-02,550.1621704101562
2025-07-03,555.575927734375
2025-07-07,551.3908081054688
2025-07-08,551.700439453125
2025-07-09,555.6058959960938
2025-07-10,554.8068237304688
2025-07-11,553.5582885742188
2025-07-14,555.5659790039062
2025-07-15,556.0753173828125
2025-07-16,556.6446533203125
2025-07-17,561.1494750976562
2025-07-18,560.610107421875
2025-07-21,563.5167236328125
2025-07-22,560.60009765625
2025-07-23,563.1571655273438
2025-07-24,564.3557739257812
2025-07-25,565.7141723632812
2025-07-28,567.4821166992188
2025-07-29,566.6031494140625
2025-07-30,567.3623046875
2025-07-31,564.3557739257812
2025-08-01,553.2386474609375
2025-08-04,563.44677734375
2025-08-05,559.6212768554688
2025-08-06,566.6630859375
2025-08-07,568.5808715820312
2025-08-08,573.8847045898438
2025-08-11,572.1866455078125
2025-08-12,579.3782958984375
2025-08-13,579.6680297851562
2025-08-14,579.2185668945312
2025-08-15,576.6715087890625
2025-08-18,576.4417114257812
2025-08-19,568.620849609375
2025-08-20,565.2447509765625
2025-08-21,562.6278076171875
2025-08-22,571.3076782226562
2025-08-25,569.6596069335938
2025-08-26,571.9469604492188
2025-08-27,572.825927734375
2025-08-28,576.4118041992188
2025-08-29,569.7395629882812
2025-09-02,564.9650268554688
2025-09-03,569.409912109375
2025-09-04,574.5639038085938
2025-09-05,575.3929443359375
2025-09-08,578.19970703125
2025-09-09,579.8378295898438
2025-09-10,580.027587890625
2025-09-11,583.4036865234375
2025-09-12,585.9806518554688
2025-09-15,590.994873046875
2025-09-16,590.4954223632812
2025-09-17,589.3168334960938
2025-09-18,594.6306762695312
2025-09-19,598.6559448242188
2025-09-22,602.2000122070312
2025-09-23,598.2000122070312
2025-09-24,596.0999755859375
2025-09-25,593.530029296875
2025-09-26,595.969970703125
2025-09-29,598.72998046875
2025-09-30,600.3699951171875
2025-10-01,603.25
2025-10-02,605.72998046875
2025-10-03,603.1799926757812
2025-10-06,607.7100219726562
2025-10-07,604.510009765625
2025-10-08,611.4400024414062
2025-10-09,610.7000122070312
2025-10-10,589.5
